,Match Up_x,Game Date_x,Season_x,W/L_x,MIN_x,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Match Up_y,Game Date_y,Season_y,W/L_y,MIN_y,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
89,DAL @ MEM,05/11/2021,,L,48,104,37,88,42.0,12,38,31.6,18,19,94.7,13,22,35,23,13,8,2,15,-29,DAL @ MEM,05/11/2021,,L,48,109.5,140.0,-30.5,62.2,1.77,16.9,34.6,63.2,46.7,13.7,48.9,54.0,95.00,35.7
90,DET vs. MIN,05/11/2021,,L,48,100,35,75,46.7,10,23,43.5,20,26,76.9,6,40,46,21,28,8,5,23,-19,BOS vs. MIA,05/11/2021,,L,48,121.0,127.7,-6.7,67.4,2.82,22.5,15.2,83.8,45.8,11.0,62.5,63.4,100.50,46.5
91,SAC vs. OKC,05/11/2021,,W,48,122,44,86,51.2,19,39,48.7,15,19,78.9,6,34,40,28,16,13,6,21,16,PHI @ IND,05/11/2021,,L,48,101.1,109.6,-8.5,60.5,2.09,18.1,21.2,72.3,45.5,11.8,48.3,50.5,93.50,42.9
92,MIA @ BOS,05/11/2021,,W,48,129,48,81,59.3,16,30,53.3,17,22,77.3,6,37,43,25,14,7,4,21,8,DET vs. MIN,05/11/2021,,L,48,92.6,110.2,-17.6,60.0,0.75,15.2,20.9,73.2,50.5,25.9,53.3,57.8,108.00,41.0
93,IND vs. PHI,05/11/2021,,W,48,103,37,83,44.6,14,41,34.1,15,16,93.8,7,38,45,28,14,7,6,15,9,PHX @ GSW,05/11/2021,,L,48,123.4,132.6,-9.2,63.4,2.36,20.2,23.1,60.0,43.8,11.7,62.0,66.1,93.00,48.8
94,PHX @ GSW,05/11/2021,,L,48,116,41,79,51.9,16,37,43.2,18,20,90.0,6,30,36,26,11,4,6,20,-6,OKC @ SAC,05/11/2021,,L,48,101.9,118.4,-16.5,56.4,1.22,15.6,29.4,80.4,53.6,17.3,51.8,55.0,103.50,42.9
95,GSW vs. PHX,05/11/2021,,W,48,122,47,95,49.5,11,40,27.5,17,20,85.0,12,28,40,33,10,8,1,20,6,MIA @ BOS,05/11/2021,,W,48,127.7,121.0,6.7,52.1,1.79,18.9,16.2,84.8,54.2,13.9,69.1,71.1,100.50,53.5
96,CHA vs. DEN,05/11/2021,,L,48,112,42,91,46.2,11,39,28.2,17,20,85.0,15,34,49,30,17,9,5,17,-5,LAC @ TOR,05/11/2021,,W,48,119.8,99.0,20.8,64.1,1.39,18.9,28.2,79.2,57.6,18.8,57.1,64.3,96.50,62.8
97,MIN @ DET,05/11/2021,,W,48,119,45,98,45.9,14,48,29.2,15,21,71.4,11,33,44,30,15,16,8,22,19,MIL vs. ORL,05/11/2021,,W,48,108.6,98.1,10.5,37.2,1.78,11.4,31.3,79.3,54.1,8.6,46.5,50.5,104.50,56.7
98,ORL @ MIL,05/11/2021,,L,48,102,39,94,41.5,10,30,33.3,14,20,70.0,10,42,52,18,12,6,2,20,-12,GSW vs. PHX,05/11/2021,,W,48,132.6,123.4,9.2,70.2,3.30,22.8,40.0,76.9,56.2,10.9,55.3,58.8,93.00,51.2
99,MEM vs. DAL,05/11/2021,,W,48,133,51,89,57.3,16,33,48.5,15,16,93.8,10,34,44,32,11,11,6,16,29,LAL vs. NYK,05/11/2021,,W,53,99.0,97.1,2.0,83.8,1.55,20.8,28.6,83.0,55.0,19.6,48.3,51.9,92.38,53.6
100,NYK @ LAL,05/11/2021,,L,53,99,34,87,39.1,10,29,34.5,21,23,91.3,5,36,41,19,10,8,3,21,-2,IND vs. PHI,05/11/2021,,W,48,109.6,101.1,8.5,75.7,2.00,20.9,27.7,78.8,54.5,14.9,53.0,57.2,93.50,57.1
101,TOR vs. LAC,05/11/2021,,L,48,96,35,86,40.7,10,37,27.0,16,19,84.2,9,26,35,21,13,10,8,22,-19,ORL @ MIL,05/11/2021,,L,48,98.1,108.6,-10.5,46.2,1.50,13.4,20.7,68.8,45.9,11.5,46.8,49.6,104.50,43.3
102,MIL vs. ORL,05/11/2021,,W,48,114,43,101,42.6,8,33,24.2,20,27,74.1,17,46,63,16,9,10,1,15,12,SAC vs. OKC,05/11/2021,,W,48,118.4,101.9,16.5,63.6,1.75,20.0,19.6,70.6,46.4,15.5,62.2,64.6,103.50,57.1
103,DEN @ CHA,05/11/2021,,W,48,117,41,83,49.4,13,33,39.4,22,26,84.6,10,28,38,26,17,12,2,19,5,BKN @ CHI,05/11/2021,,W,48,119.8,111.5,8.3,76.2,4.00,22.5,27.5,70.7,50.5,8.3,53.9,57.5,96.00,58.3
104,PHI @ IND,05/11/2021,,L,48,94,38,87,43.7,8,26,30.8,10,14,71.4,5,30,35,23,11,9,5,17,-9,TOR vs. LAC,05/11/2021,,L,48,99.0,119.8,-20.8,60.0,1.62,16.5,20.8,71.8,42.4,13.4,46.5,50.9,96.50,37.2
105,LAL vs. NYK,05/11/2021,,W,53,101,37,89,41.6,12,28,42.9,15,19,78.9,14,39,53,31,20,5,5,17,2,CHA vs. DEN,05/11/2021,,L,48,107.7,114.7,-7.0,71.4,1.76,20.1,34.7,77.3,54.8,16.3,52.2,56.1,103.00,50.5
106,BOS vs. MIA,05/11/2021,,L,48,121,46,88,52.3,18,37,48.6,11,17,64.7,3,29,32,31,11,8,5,21,-8,MIN @ DET,05/11/2021,,W,48,110.2,92.6,17.6,66.7,2.00,19.6,26.8,79.1,49.5,13.9,53.1,55.5,108.00,59.0
107,OKC @ SAC,05/11/2021,,L,48,106,39,84,46.4,9,23,39.1,19,28,67.9,9,36,45,22,18,9,5,18,-16,NYK @ LAL,05/11/2021,,L,53,97.1,99.0,-2.0,55.9,1.90,14.6,17.0,71.4,45.0,9.8,44.8,51.0,92.38,46.4
108,CHI vs. BKN,05/11/2021,,L,48,107,39,96,40.6,18,44,40.9,11,14,78.6,10,35,45,21,9,4,5,20,-8,MEM vs. DAL,05/11/2021,,W,48,140.0,109.5,30.5,62.7,2.91,22.7,36.8,65.4,53.3,11.6,66.3,69.2,95.00,64.3
109,BKN @ CHI,05/11/2021,,W,48,115,42,89,47.2,12,33,36.4,19,25,76.0,13,38,51,32,8,4,8,19,8,CHI vs. BKN,05/11/2021,,L,48,111.5,119.8,-8.3,53.8,2.33,15.8,29.3,72.5,49.5,9.4,50.0,52.4,96.00,41.7
110,ATL vs. WAS,05/10/2021,,W,48,125,46,96,47.9,10,30,33.3,23,26,88.5,13,42,55,23,12,4,6,17,1,WAS @ ATL,05/10/2021,,L,48,117.0,116.8,0.2,54.9,3.11,19.7,15.7,69.2,42.7,8.5,57.5,59.1,106.50,49.9
111,WAS @ ATL,05/10/2021,,L,48,124,51,100,51.0,13,26,50.0,9,11,81.8,8,34,42,28,9,8,8,21,-1,IND @ CLE,05/10/2021,,W,48,112.1,105.2,7.0,72.7,2.91,22.5,25.5,65.6,48.1,11.1,56.3,58.4,98.00,59.0
112,SAS vs. MIL,05/10/2021,,W,48,146,56,94,59.6,17,29,58.6,17,21,81.0,9,37,46,27,13,6,5,16,21,CLE vs. IND,05/10/2021,,L,48,105.2,112.1,-7.0,63.6,1.75,15.1,34.4,74.5,51.9,12.4,42.5,48.0,98.00,41.0
113,GSW vs. UTA,05/10/2021,,W,48,119,41,88,46.6,14,42,33.3,23,25,92.0,9,32,41,26,10,8,2,20,3,SAS vs. MIL,05/10/2021,,W,48,140.4,119.0,21.3,48.2,2.08,18.8,33.3,79.6,59.1,12.5,68.6,70.7,104.50,56.5
114,HOU @ POR,05/10/2021,,L,48,129,42,85,49.4,18,38,47.4,27,28,96.4,7,37,44,30,13,5,2,26,-11,ATL vs. WAS,05/10/2021,,W,48,116.8,117.0,-0.2,50.0,1.92,16.0,30.8,84.3,57.3,11.2,53.1,58.2,106.50,50.1
115,POR vs. HOU,05/10/2021,,W,48,140,47,92,51.1,18,40,45.0,28,35,80.0,12,35,47,30,9,7,4,18,11,HOU @ POR,05/10/2021,,L,48,122.9,132.1,-9.2,71.4,2.31,21.1,16.3,75.5,47.8,12.4,60.0,66.3,105.50,46.5
116,NOP @ MEM,05/10/2021,,L,48,110,43,97,44.3,10,23,43.5,14,21,66.7,14,36,50,29,12,9,4,18,-5,NOP @ MEM,05/10/2021,,L,48,111.1,115.0,-3.9,67.4,2.42,19.6,33.3,69.8,50.4,12.1,49.5,51.8,99.50,45.2
117,MIL @ SAS,05/10/2021,,L,48,125,47,94,50.0,13,41,31.7,18,23,78.3,8,26,34,26,8,6,6,13,-21,GSW vs. UTA,05/10/2021,,W,48,119.0,114.9,4.1,63.4,2.60,19.3,19.1,68.6,44.9,10.0,54.5,60.1,100.50,55.1
118,IND @ CLE,05/10/2021,,W,48,111,44,88,50.0,11,27,40.7,12,16,75.0,10,37,47,32,11,7,13,21,9,MEM vs. NOP,05/10/2021,,W,48,115.0,111.1,3.9,73.3,2.75,22.3,30.2,66.7,49.6,12.0,54.4,55.9,99.50,54.8
119,MEM vs. NOP,05/10/2021,,W,48,115,45,91,49.5,9,30,30.0,16,27,59.3,10,39,49,33,12,8,19,17,5,POR vs. HOU,05/10/2021,,W,48,132.1,122.9,9.2,63.8,3.33,20.3,24.5,83.7,52.2,8.5,60.9,65.2,105.50,53.5
120,CLE vs. IND,05/10/2021,,L,48,102,33,93,35.5,13,39,33.3,23,30,76.7,15,35,50,21,12,8,2,13,-9,UTA @ GSW,05/10/2021,,L,48,114.9,119.0,-4.1,34.1,0.93,10.7,31.4,80.9,55.1,14.9,52.2,57.1,100.50,44.9
121,UTA @ GSW,05/10/2021,,L,48,116,41,91,45.1,13,44,29.5,21,24,87.5,13,35,48,14,15,7,1,20,-3,MIL @ SAS,05/10/2021,,L,48,119.0,140.4,-21.3,55.3,3.25,18.7,20.4,66.7,40.9,7.6,56.9,60.0,104.50,43.5
122,CHA vs. NOP,05/09/2021,,L,48,110,42,95,44.2,13,37,35.1,13,18,72.2,11,35,46,22,19,6,8,19,-2,ORL vs. MIN,05/09/2021,,L,48,94.1,125.5,-31.4,55.6,1.54,14.7,23.0,73.6,46.5,12.7,44.5,47.7,102.00,34.1
123,ORL vs. MIN,05/09/2021,,L,48,96,36,91,39.6,9,36,25.0,15,22,68.2,10,35,45,20,13,5,5,20,-32,OKC @ SAC,05/09/2021,,L,48,97.0,124.8,-27.7,67.6,1.64,16.5,25.9,71.4,45.0,13.9,45.4,49.1,101.00,33.5
124,NOP @ CHA,05/09/2021,,W,48,112,45,96,46.9,12,37,32.4,10,22,45.5,16,35,51,26,16,11,9,20,2,CHI @ DET,05/09/2021,,W,48,113.7,101.1,12.6,62.8,3.00,20.9,16.3,81.3,50.5,9.5,58.3,59.9,95.00,57.7
125,LAL vs. PHX,05/09/2021,,W,48,123,39,80,48.8,13,30,43.3,32,41,78.0,14,27,41,24,14,11,3,21,13,CHA vs. NOP,05/09/2021,,L,48,106.8,107.7,-0.9,52.4,1.16,15.3,34.5,67.9,51.4,18.4,51.1,53.4,103.50,47.0
126,PHX @ LAL,05/09/2021,,L,48,110,39,73,53.4,11,25,44.0,21,25,84.0,3,29,32,23,15,8,6,29,-13,MIN @ ORL,05/09/2021,,W,48,125.5,94.1,31.4,63.8,3.00,20.5,26.4,77.0,53.5,9.8,56.7,59.5,102.00,65.9
127,OKC @ SAC,05/09/2021,,L,48,98,34,87,39.1,11,37,29.7,19,29,65.5,10,28,38,23,14,9,3,18,-28,PHX @ LAL,05/09/2021,,L,48,112.2,126.8,-14.6,59.0,1.53,18.5,8.8,67.4,42.5,15.3,61.0,65.5,97.50,46.0
128,CLE vs. DAL,05/09/2021,,L,48,97,33,86,38.4,11,31,35.5,20,31,64.5,10,28,38,18,16,5,2,12,-27,CLE vs. DAL,05/09/2021,,L,48,100.0,126.5,-26.5,54.5,1.13,13.3,35.7,68.2,50.0,16.5,44.8,48.7,97.50,32.9
129,DET vs. CHI,05/09/2021,,L,48,96,36,79,45.6,11,27,40.7,13,22,59.1,5,32,37,22,14,4,4,14,-12,SAC vs. OKC,05/09/2021,,W,48,124.8,97.0,27.7,66.7,2.00,21.1,28.6,74.1,55.0,14.9,62.4,65.9,101.00,66.5
130,CHI @ DET,05/09/2021,,W,48,108,43,84,51.2,12,32,37.5,10,14,71.4,5,38,43,27,9,6,3,22,12,MIA @ BOS,05/09/2021,,W,48,128.7,124.0,4.7,63.8,2.73,22.1,13.9,76.2,47.4,10.9,67.1,70.9,100.50,54.2
131,SAC vs. OKC,05/09/2021,,W,48,126,45,85,52.9,16,36,44.4,20,24,83.3,9,42,51,30,15,8,11,19,28,NOP @ CHA,05/09/2021,,W,48,107.7,106.8,0.9,57.8,1.63,17.7,32.1,65.5,48.6,15.4,53.1,53.0,103.50,53.0
132,DAL @ CLE,05/09/2021,,W,48,124,50,93,53.8,15,39,38.5,9,11,81.8,8,34,42,33,12,9,7,24,27,NYK @ LAC,05/09/2021,,W,48,109.3,104.2,5.1,59.5,2.50,19.1,18.8,78.0,49.0,10.3,53.9,56.4,96.50,53.4
133,NYK @ LAC,05/09/2021,,W,48,106,42,90,46.7,13,32,40.6,9,9,100,8,37,45,25,10,7,5,17,6,LAC vs. NYK,05/09/2021,,L,48,104.2,109.3,-5.1,64.9,1.85,18.3,22.0,81.3,51.0,13.5,50.0,53.7,96.50,46.6
134,MIA @ BOS,05/09/2021,,W,48,130,47,82,57.3,16,35,45.7,20,22,90.9,3,32,35,30,11,8,2,20,6,LAL vs. PHX,05/09/2021,,W,48,126.8,112.2,14.6,61.5,1.71,17.6,32.6,91.2,57.5,14.4,56.9,62.7,97.50,54.0
135,LAC vs. NYK,05/09/2021,,L,48,100,37,86,43.0,12,35,34.3,14,16,87.5,7,36,43,24,13,5,1,12,-6,BOS vs. MIA,05/09/2021,,L,48,124.0,128.7,-4.7,64.4,2.07,20.9,23.8,86.1,52.6,14.0,62.7,66.0,100.50,45.8
136,BOS vs. MIA,05/09/2021,,L,48,124,45,83,54.2,14,38,36.8,20,25,80.0,6,28,34,29,14,7,3,22,-6,DAL @ CLE,05/09/2021,,W,48,126.5,100.0,26.5,66.0,2.75,22.9,31.8,64.3,50.0,12.2,61.8,63.4,97.50,67.1
137,MIN @ ORL,05/09/2021,,W,48,128,47,97,48.5,16,45,35.6,18,24,75.0,12,45,57,30,10,5,9,20,32,DET vs. CHI,05/09/2021,,L,48,101.1,113.7,-12.6,61.1,1.57,17.5,18.8,83.7,49.5,14.7,52.5,54.1,95.00,42.3
138,SAS @ POR,05/08/2021,,L,48,102,37,93,39.8,8,30,26.7,20,23,87.0,7,33,40,17,7,6,5,24,-22,WAS @ IND,05/08/2021,,W,53,109.0,108.2,0.8,53.1,1.44,15.5,31.7,82.8,56.2,14.8,48.6,54.0,110.49,47.6
139,HOU @ UTA,05/08/2021,,L,48,116,43,98,43.9,18,51,35.3,12,17,70.6,9,31,40,25,9,11,3,15,-8,HOU @ UTA,05/08/2021,,L,48,111.5,119.2,-7.7,58.1,2.78,17.7,21.1,76.2,44.4,8.7,53.1,55.0,104.00,44.0
140,DET @ PHI,05/08/2021,,L,48,104,41,84,48.8,11,34,32.4,11,16,68.8,10,34,44,22,18,5,7,25,-14,OKC @ GSW,05/08/2021,,L,48,93.3,129.5,-36.3,55.3,1.62,15.3,20.3,83.3,44.2,12.5,45.2,47.2,104.50,33.0
141,BKN @ DEN,05/08/2021,,W,48,125,41,66,62.1,16,31,51.6,27,33,81.8,2,33,35,27,17,10,5,24,6,GSW vs. OKC,05/08/2021,,W,48,129.5,93.3,36.3,66.0,1.63,21.8,16.7,79.7,55.8,18.1,74.7,76.5,104.50,67.0
142,POR vs. SAS,05/08/2021,,W,48,124,45,97,46.4,12,34,35.3,22,30,73.3,18,45,63,24,8,3,5,15,22,DEN vs. BKN,05/08/2021,,L,48,120.2,126.3,-6.1,50.0,1.75,15.3,33.3,92.9,54.4,12.1,53.3,58.3,99.00,41.4
143,UTA vs. HOU,05/08/2021,,W,48,124,45,85,52.9,15,38,39.5,19,21,90.5,7,42,49,28,18,7,4,13,8,BKN @ DEN,05/08/2021,,W,48,126.3,120.2,6.1,65.9,1.59,21.1,7.1,66.7,45.6,17.2,74.2,77.6,99.00,58.6
144,IND vs. WAS,05/08/2021,,L,53,132,50,104,48.1,7,29,24.1,25,30,83.3,8,41,49,33,13,11,5,24,-1,PHI vs. DET,05/08/2021,,W,48,118.0,105.1,12.9,53.7,2.00,16.5,23.9,78.7,51.6,11.0,54.2,60.4,99.50,58.5
145,GSW vs. OKC,05/08/2021,,W,48,136,47,81,58.0,27,54,50.0,15,18,83.3,2,44,46,31,19,5,4,19,39,DET @ PHI,05/08/2021,,L,48,105.1,118.0,-12.9,53.7,1.22,16.8,21.3,76.1,48.4,18.2,55.4,57.1,99.50,41.5
146,PHI vs. DET,05/08/2021,,W,48,118,41,84,48.8,9,30,30.0,27,31,87.1,9,35,44,22,11,11,4,18,14,MEM @ TOR,05/08/2021,,W,48,110.1,100.0,10.1,63.2,1.41,17.1,33.3,71.0,54.0,17.2,52.9,56.5,99.00,59.2
147,DEN vs. BKN,05/08/2021,,L,48,119,42,92,45.7,14,41,34.1,21,23,91.3,10,23,33,21,12,8,1,23,-6,SAS @ POR,05/08/2021,,L,48,101.0,124.0,-23.0,45.9,2.43,13.3,22.4,64.3,43.0,6.9,44.1,49.5,100.50,37.3
148,MEM @ TOR,05/08/2021,,W,48,109,38,85,44.7,14,43,32.6,19,26,73.1,14,42,56,24,17,7,8,21,10,IND vs. WAS,05/08/2021,,L,53,108.2,109.0,-0.8,66.0,2.54,20.1,17.2,68.3,43.8,10.7,51.4,56.3,110.49,52.4
149,OKC @ GSW,05/08/2021,,L,48,97,38,94,40.4,9,37,24.3,12,20,60.0,11,30,41,21,13,10,1,16,-39,TOR vs. MEM,05/08/2021,,L,48,100.0,110.1,-10.1,50.0,1.50,13.3,29.0,66.7,46.0,12.1,43.6,47.3,99.00,40.8
150,WAS @ IND,05/08/2021,,W,53,133,49,110,44.5,9,32,28.1,26,30,86.7,15,45,60,26,18,7,9,24,1,POR vs. SAS,05/08/2021,,W,48,124.0,101.0,23.0,53.3,3.00,16.7,35.7,77.6,57.0,8.0,52.6,56.3,100.50,62.7
151,TOR vs. MEM,05/08/2021,,L,48,99,36,94,38.3,10,32,31.3,17,24,70.8,13,33,46,18,12,10,2,21,-10,UTA vs. HOU,05/08/2021,,W,48,119.2,111.5,7.7,62.2,1.56,19.7,23.8,78.9,55.6,17.3,61.8,65.8,104.00,56.0
152,DAL vs. CLE,05/07/2021,,W,48,110,41,83,49.4,10,32,31.3,18,22,81.8,9,36,45,21,10,7,7,22,20,SAS @ SAC,05/07/2021,,W,48,110.8,103.0,7.8,43.5,1.54,15.3,25.0,86.7,56.2,12.7,53.9,58.0,101.50,55.7
153,PHI vs. NOP,05/07/2021,,W,48,109,38,85,44.7,15,35,42.9,18,22,81.8,10,41,51,27,17,5,6,19,2,NOP @ PHI,05/07/2021,,L,48,104.9,106.9,-2.0,63.4,2.36,17.3,34.9,76.0,53.1,10.8,45.0,48.3,102.00,47.7
154,BOS @ CHI,05/07/2021,,L,48,99,35,86,40.7,11,39,28.2,18,23,78.3,11,36,47,19,14,5,8,15,-22,MIN @ MIA,05/07/2021,,L,48,109.8,118.6,-8.8,65.9,1.69,19.1,24.5,76.1,49.5,15.7,54.1,57.0,102.00,46.3
155,POR vs. LAL,05/07/2021,,W,48,106,37,88,42.0,12,37,32.4,20,21,95.2,6,38,44,22,9,6,2,20,5,PHX vs. NYK,05/07/2021,,W,48,126.7,102.9,23.8,60.5,3.71,19.0,20.4,83.3,51.5,6.9,56.5,62.1,101.50,61.0
156,ORL @ CHA,05/07/2021,,L,48,112,41,98,41.8,9,30,30.0,21,28,75.0,14,33,47,19,7,6,7,24,-10,CLE @ DAL,05/07/2021,,L,48,95.7,117.0,-21.3,53.1,1.13,13.3,31.5,77.8,52.5,16.0,42.2,47.6,94.00,36.8
157,MIN @ MIA,05/07/2021,,L,48,112,41,85,48.2,10,37,27.0,20,30,66.7,9,32,41,27,16,7,4,24,-9,SAC vs. SAS,05/07/2021,,L,48,103.0,110.8,-7.8,65.9,1.69,20.3,13.3,75.0,43.8,15.8,56.5,57.4,101.50,44.3
158,SAC vs. SAS,05/07/2021,,L,48,104,41,84,48.8,13,32,40.6,9,15,60.0,4,31,35,27,16,10,3,19,-9,UTA vs. DEN,05/07/2021,,W,48,129.6,123.7,5.9,62.8,2.25,19.3,32.6,71.4,51.1,12.2,60.1,64.1,97.50,49.8
159,HOU @ MIL,05/07/2021,,L,48,133,48,96,50.0,25,53,47.2,12,18,66.7,7,30,37,36,16,10,5,21,-8,POR vs. LAL,05/07/2021,,W,48,106.0,103.1,2.9,59.5,2.44,16.8,21.6,73.6,48.1,9.0,48.9,54.5,99.00,55.6
160,DEN @ UTA,05/07/2021,,L,48,120,43,83,51.8,17,38,44.7,17,20,85.0,9,29,38,31,17,8,3,16,-7,MIL vs. HOU,05/07/2021,,W,48,127.0,120.9,6.1,58.8,1.76,19.5,31.1,80.8,57.7,15.3,63.7,67.1,110.50,54.7
161,CHA vs. ORL,05/07/2021,,W,48,122,44,89,49.4,9,33,27.3,25,33,75.8,11,40,51,28,11,5,4,23,10,CHI vs. BOS,05/07/2021,,W,48,123.5,100.0,23.5,60.5,2.89,18.3,31.6,72.2,51.4,9.2,52.5,56.6,98.50,58.5
162,LAL @ POR,05/07/2021,,L,48,101,37,89,41.6,11,30,36.7,16,22,72.7,10,39,49,19,14,2,4,20,-5,LAL @ POR,05/07/2021,,L,48,103.1,106.0,-2.9,51.4,1.36,14.5,26.4,78.4,51.9,14.3,47.8,51.2,99.00,44.4
163,SAS @ SAC,05/07/2021,,W,48,113,46,89,51.7,4,22,18.2,17,19,89.5,7,37,44,20,13,8,7,12,9,DAL vs. CLE,05/07/2021,,W,48,117.0,95.7,21.3,51.2,2.10,16.8,22.2,68.5,47.5,10.6,55.4,59.3,94.00,63.2
164,MIA vs. MIN,05/07/2021,,W,48,121,44,87,50.6,13,32,40.6,20,27,74.1,8,29,37,27,14,9,2,22,9,CHA vs. ORL,05/07/2021,,W,48,118.4,110.9,7.6,63.6,2.55,19.0,32.0,70.0,52.7,10.7,54.5,58.9,102.00,57.5
165,PHX vs. NYK,05/07/2021,,W,48,128,43,92,46.7,18,41,43.9,24,25,96.0,7,38,45,26,7,5,3,17,23,HOU @ MIL,05/07/2021,,L,48,120.9,127.0,-6.1,75.0,2.25,23.2,19.2,68.9,42.3,14.5,63.0,64.0,110.50,45.3
166,CLE @ DAL,05/07/2021,,L,48,90,32,83,38.6,6,29,20.7,20,26,76.9,11,32,43,17,15,6,0,18,-20,DEN @ UTA,05/07/2021,,L,48,123.7,129.6,-5.9,72.1,1.82,22.3,28.6,67.4,48.9,17.5,62.0,65.4,97.50,50.2
167,MIL vs. HOU,05/07/2021,,W,48,141,51,95,53.7,19,46,41.3,20,23,87.0,13,40,53,30,17,8,5,14,8,NYK @ PHX,05/07/2021,,L,48,102.9,126.7,-23.8,63.2,1.85,18.0,16.7,79.6,48.5,12.7,51.8,55.8,101.50,39.0
168,UTA vs. DEN,05/07/2021,,W,48,127,43,89,48.3,21,46,45.7,20,23,87.0,9,29,38,27,12,9,3,20,7,MIA vs. MIN,05/07/2021,,W,48,118.6,109.8,8.8,61.4,1.93,19.3,23.9,75.5,50.5,13.7,58.0,61.2,102.00,53.7
169,NOP @ PHI,05/07/2021,,L,48,107,41,101,40.6,9,36,25.0,16,22,72.7,16,36,52,26,11,12,6,21,-2,PHI vs. NOP,05/07/2021,,W,48,106.9,104.9,2.0,71.1,1.59,19.1,24.0,65.1,46.9,16.7,53.5,57.6,102.00,52.3
170,CHI vs. BOS,05/07/2021,,W,48,121,43,99,43.4,18,40,45.0,17,18,94.4,15,37,52,26,9,10,4,20,22,BOS @ CHI,05/07/2021,,L,48,100.0,123.5,-23.5,54.3,1.36,14.3,27.8,68.4,48.6,14.1,47.1,51.5,98.50,41.5
171,NYK @ PHX,05/07/2021,,L,48,105,38,84,45.2,11,32,34.4,18,23,78.3,6,35,41,24,13,2,4,25,-23,ORL @ CHA,05/07/2021,,L,48,110.9,118.4,-7.6,46.3,2.71,13.8,30.0,68.0,47.3,6.9,46.4,50.8,102.00,42.5
172,CHA vs. CHI,05/06/2021,,L,48,99,38,90,42.2,16,35,45.7,7,18,38.9,13,32,45,29,15,11,3,16,-21,IND vs. ATL,05/06/2021,,W,48,129.1,123.5,5.6,64.8,2.33,24.1,22.9,76.1,53.1,14.6,66.7,69.7,102.50,55.9
173,MEM @ DET,05/06/2021,,L,48,97,38,89,42.7,10,37,27.0,11,17,64.7,12,30,42,25,15,7,5,14,-14,CHA vs. CHI,05/06/2021,,L,48,99.0,121.2,-22.2,76.3,1.93,20.0,27.6,67.3,45.8,15.0,51.1,50.6,99.50,40.2
174,IND vs. ATL,05/06/2021,,W,48,133,54,87,62.1,8,20,40.0,17,19,89.5,4,32,36,35,15,11,4,19,7,OKC @ GSW,05/06/2021,,L,48,97.0,118.0,-21.0,58.3,2.10,16.3,14.3,80.4,44.1,10.0,46.0,50.1,100.00,38.9
175,DAL vs. BKN,05/06/2021,,W,48,113,40,89,44.9,15,34,44.1,18,26,69.2,12,39,51,23,12,10,3,15,4,DAL vs. BKN,05/06/2021,,W,48,108.7,104.8,3.8,57.5,1.92,16.5,22.6,77.8,50.5,11.5,53.4,56.3,104.00,52.8
176,ATL @ IND,05/06/2021,,L,48,126,48,94,51.1,15,37,40.5,15,18,83.3,10,24,34,27,12,8,6,17,-7,TOR vs. WAS,05/06/2021,,L,53,117.3,118.0,-0.7,48.9,1.77,14.9,36.1,63.6,49.1,11.8,51.4,55.2,100.08,46.7
177,DET vs. MEM,05/06/2021,,W,48,111,44,83,53.0,11,28,39.3,12,14,85.7,5,34,39,24,12,9,6,18,14,WAS @ TOR,05/06/2021,,W,53,118.0,117.3,0.7,70.7,1.93,18.4,36.4,63.9,50.9,13.5,50.5,58.0,100.08,53.3
178,CHI @ CHA,05/06/2021,,W,48,120,46,91,50.5,18,37,48.6,10,17,58.8,15,41,56,33,17,10,8,20,21,ATL @ IND,05/06/2021,,L,48,123.5,129.1,-5.6,56.3,2.25,19.3,23.9,77.1,46.9,11.8,59.0,61.8,102.50,44.1
179,LAL @ LAC,05/06/2021,,L,48,94,33,87,37.9,10,36,27.8,18,29,62.1,11,23,34,21,11,8,6,23,-24,GSW vs. OKC,05/06/2021,,W,48,118.0,97.0,21.0,85.7,2.57,24.8,19.6,85.7,55.9,14.0,59.9,62.8,100.00,61.1
180,TOR vs. WAS,05/06/2021,,L,53,129,47,105,44.8,14,38,36.8,21,27,77.8,18,32,50,23,13,9,5,30,-2,CHI @ CHA,05/06/2021,,W,48,121.2,99.0,22.2,71.7,1.94,22.3,32.7,72.4,54.2,17.2,60.4,60.9,99.50,59.8
181,LAC vs. LAL,05/06/2021,,W,48,118,41,77,53.2,13,31,41.9,23,26,88.5,9,39,48,23,22,4,5,25,24,LAC vs. LAL,05/06/2021,,W,48,120.4,95.9,24.5,56.1,1.05,17.0,36.8,74.1,59.4,22.4,61.7,66.7,98.00,65.4
182,WAS @ TOR,05/06/2021,,W,53,131,41,94,43.6,13,30,43.3,36,43,83.7,11,36,47,29,15,4,6,22,2,MEM @ DET,05/06/2021,,L,48,102.1,115.6,-13.5,65.8,1.67,18.2,31.5,79.5,51.6,15.8,48.3,50.3,95.50,42.0
